
t [s] (#1), Input acceleration [g] (#1)
           0.0528895,             0.299318
           0.0532518,            -0.342855
            0.053614,            -0.683763
           0.0539763,            -0.421436
           0.0543385,             0.213967
           0.0547008,             0.661345
            0.055063,             0.524002
           0.0554253,           -0.0780191
           0.0557875,            -0.612049
           0.0561498,            -0.603794
           0.0565121,           -0.0590343
           0.0568743,             0.539319
           0.0572366,             0.658857
           0.0575988,             0.191726
           0.0579611,            -0.447278
           0.0583233,             -0.68845
           0.0586856,            -0.315269
           0.0590479,             0.340457
           0.0594101,             0.692926
           0.0597724,             0.425689
           0.0601346,            -0.223545
           0.0604969,            -0.673586
           0.0608591,            -0.519897
           0.0612214,             0.101168
           0.0615837,             0.632506
           0.0619459,             0.595707
           0.0623082,            0.0223005
           0.0626704,             -0.57235
           0.0630327,            -0.651815
           0.0633949,            -0.142882
           0.0637572,             0.496186
           0.0641195,             0.687737
           0.0644817,             0.257105
            0.064844,            -0.407318
           0.0652062,            -0.703718
           0.0655685,            -0.362067
           0.0659307,              0.30912
            0.066293,             0.700631
           0.0666553,             0.455474
           0.0670175,            -0.204909
           0.0673798,            -0.679855
            0.067742,            -0.535643
           0.0681043,            0.0978237
           0.0684665,             0.643164
           0.0688288,             0.601474
           0.0691911,           0.00925805
           0.0695533,            -0.592603
           0.0699156,            -0.652415
           0.0702778,            -0.113785
           0.0706401,             0.530383
           0.0710023,             0.688401
           0.0713646,             0.213572
           0.0717268,            -0.458785
           0.0720891,            -0.709788
           0.0724514,            -0.306822
           0.0728136,             0.380073
           0.0731759,             0.717282
           0.0735381,             0.392129
           0.0739004,            -0.296425
           0.0742626,            -0.711867
           0.0746249,            -0.468464
           0.0749872,             0.209878
           0.0753494,             0.694735
           0.0757117,             0.535155
           0.0760739,            -0.122286
           0.0764362,            -0.667218
           0.0767984,            -0.591851
           0.0771607,            0.0352905
            0.077523,              0.63073
           0.0778852,             0.638489
           0.0782475,            0.0496923
           0.0786097,            -0.586714
            0.078972,            -0.675253
           0.0793342,            -0.131481
           0.0796965,             0.536597
           0.0800588,              0.70253
            0.080421,             0.209126
           0.0807833,            -0.481756
           0.0811455,            -0.720871
           0.0815078,            -0.281898
             0.08187,             0.423487
           0.0822323,             0.730952
           0.0825946,             0.349276
           0.0829568,            -0.362983
           0.0833191,            -0.733537
           0.0836813,            -0.410929
           0.0840436,             0.301326
           0.0844058,             0.729449
           0.0847681,             0.466692
           0.0851304,             -0.23947
           0.0854926,            -0.719537
           0.0858549,            -0.516549
           0.0862171,             0.178246
           0.0865794,             0.704657
           0.0869416,             0.560606
           0.0873039,            -0.118356
           0.0876661,             -0.68565
           0.0880284,            -0.599073
           0.0883907,            0.0603851
           0.0887529,             0.663324
           0.0891152,              0.63224
           0.0894774,          -0.00480127
           0.0898397,            -0.638449
           0.0902019,             -0.66046
           0.0905642,           -0.0480307
           0.0909265,             0.611741
           0.0912887,             0.684132
            0.091651,            0.0978406
           0.0920132,            -0.583859
           0.0923755,            -0.703683
           0.0927377,            -0.144442
              0.0931,             0.555405
           0.0934623,             0.719555
           0.0938245,             0.187719
           0.0941868,            -0.526919
            0.094549,            -0.732196
           0.0949113,            -0.227618
           0.0952735,             0.498882
           0.0956358,             0.742048
           0.0959981,             0.264135
           0.0963603,            -0.471717
           0.0967226,            -0.749537
           0.0970848,            -0.297304
           0.0974471,             0.445794
           0.0978093,             0.755073
           0.0981716,             0.327189
           0.0985339,            -0.421433
           0.0988961,            -0.759037
           0.0992584,            -0.353875
           0.0996206,             0.398905
           0.0999829,             0.761782
            0.100345,             0.377461
            0.100707,            -0.378445
             0.10107,            -0.763632
            0.101432,            -0.398049
            0.101794,             0.360247
            0.102156,             0.764872
            0.102519,             0.415742
            0.102881,            -0.344473
            0.103243,            -0.765755
            0.103605,            -0.430637
            0.103968,             0.331259
             0.10433,             0.766497
            0.104692,             0.442819
            0.105054,            -0.320714
            0.105417,            -0.767277
            0.105779,             -0.45236
            0.106141,             0.312925
            0.106504,             0.768236
            0.106866,             0.459314
            0.107228,            -0.307963
             0.10759,            -0.769477
            0.107953,            -0.463714
            0.108315,             0.305879
            0.108677,             0.771066
            0.109039,             0.465572
            0.109402,            -0.306708
            0.109764,            -0.773029
            0.110126,            -0.464877
            0.110488,              0.31047
            0.110851,             0.775356
            0.111213,             0.461594
            0.111575,             -0.31717
            0.111937,            -0.777994
              0.1123,            -0.455665
            0.112662,             0.326796
            0.113024,             0.780854
            0.113386,              0.44701
            0.113749,            -0.339318
            0.114111,            -0.783804
            0.114473,            -0.435529
            0.114835,             0.354683
            0.115198,              0.78667
             0.11556,             0.421101
            0.115922,            -0.372817
            0.116284,             -0.78924
            0.116647,            -0.403592
            0.117009,             0.393617
            0.117371,             0.791257
            0.117733,             0.382856
            0.118096,            -0.416948
            0.118458,            -0.792422
             0.11882,            -0.358739
            0.119182,             0.442638
            0.119545,             0.792396
            0.119907,             0.331088
            0.120269,            -0.470471
            0.120632,            -0.790798
            0.120994,            -0.299755
            0.121356,             0.500185
            0.121718,             0.787209
            0.122081,             0.264608
            0.122443,            -0.531462
            0.122805,            -0.781174
            0.123167,            -0.225538
             0.12353,             0.563924
            0.123892,             0.772207
            0.124254,              0.18247
            0.124616,            -0.597129
            0.124979,            -0.759796
            0.125341,            -0.135375
            0.125703,             0.630562
            0.126065,              0.74341
            0.126428,            0.0842821
             0.12679,            -0.663636
            0.127152,            -0.722514
            0.127514,           -0.0292923
            0.127877,             0.695686
            0.128239,             0.696572
            0.128601,           -0.0294075
            0.128963,            -0.725971
            0.129326,             -0.66507
            0.129688,            0.0915303
             0.13005,             0.753672
            0.130412,             0.627526
            0.130775,            -0.156675
            0.131137,            -0.777902
            0.131499,            -0.583517
            0.131861,              0.22431
            0.132224,             0.797709
            0.132586,             0.532696
            0.132948,            -0.293768
            0.133311,            -0.812092
            0.133673,            -0.474816
            0.134035,             0.364227
            0.134397,             0.820016
             0.13476,             0.409761
            0.135122,             -0.43471
            0.135484,            -0.820434
            0.135846,            -0.337572
            0.136209,             0.504077
            0.136571,             0.812317
            0.136933,             0.258474
            0.137295,            -0.571032
            0.137658,             -0.79468
             0.13802,            -0.172907
            0.138382,             0.634129
            0.138744,             0.766627
            0.139107,            0.0815508
            0.139469,            -0.691786
            0.139831,            -0.727393
            0.140193,            0.0146488
            0.140556,             0.742314
            0.140918,              0.67639
             0.14128,            -0.114465
            0.141642,            -0.783948
            0.142005,             -0.61326
            0.142367,             0.216375
            0.142729,             0.814891
            0.143091,              0.53793
            0.143454,             -0.31856
            0.143816,            -0.833373
            0.144178,            -0.450662
             0.14454,             0.418914
            0.144903,             0.837713
            0.145265,              0.35211
            0.145627,            -0.515066
            0.145989,            -0.826395
            0.146352,            -0.243359
            0.146714,             0.604417
            0.147076,             0.798157
            0.147439,             0.125969
            0.147801,              -0.6842
            0.148163,            -0.752078
            0.148525,           -0.0019931
            0.148888,             0.751555
             0.14925,             0.687673
            0.149612,            -0.126013
            0.149974,             -0.80362
            0.150337,            -0.604991
            0.150699,             0.255007
            0.151061,             0.837649
            0.151423,             0.504698
            0.151786,            -0.381499
            0.152148,            -0.851142
             0.15251,            -0.388159
            0.152872,              0.50162
            0.153235,              0.84199
            0.153597,             0.257495
            0.153959,            -0.611227
            0.154321,            -0.808628
            0.154684,            -0.115615
            0.155046,             0.706032
            0.155408,             0.750197
             0.15577,           -0.0337796
            0.156133,            -0.781772
            0.156495,             -0.66669
            0.156857,             0.186242
            0.157219,             0.834407
            0.157582,             0.559092
            0.157944,            -0.336661
            0.158306,            -0.860342
            0.158668,            -0.429488
            0.159031,               0.4794
            0.159393,             0.856665
            0.159755,             0.281132
            0.160118,            -0.608495
             0.16048,            -0.821402
            0.160842,            -0.118467
            0.161204,             0.717892
            0.161567,             0.753746
            0.161929,           -0.0529234
            0.162291,            -0.801749
            0.162653,            -0.654282
            0.163016,             0.226435
            0.163378,             0.854772
             0.16374,             0.525155
            0.164102,            -0.394643
            0.164465,            -0.872573
            0.164827,            -0.370181
            0.165189,             0.549591
            0.165551,             0.852044
            0.165914,             0.194869
            0.166276,            -0.683157
            0.166638,            -0.791712
               0.167,          -0.00635414
            0.167363,             0.787499
            0.167725,             0.692051
            0.168087,            -0.186804
            0.168449,            -0.855554
            0.168812,            -0.555719
            0.169174,             0.374934
            0.169536,             0.881566
            0.169898,             0.387689
            0.170261,            -0.547698
            0.170623,            -0.861622
            0.170985,            -0.195246
            0.171347,             0.694656
             0.17171,             0.794137
            0.172072,           -0.0121763
            0.172434,            -0.805926
            0.172797,            -0.680259
            0.173159,             0.223341
            0.173521,             0.872914
            0.173883,             0.524143
            0.174246,            -0.425739
            0.174608,            -0.889053
             0.17497,             -0.33304
            0.175332,             0.606293
            0.175695,             0.850522
            0.176057,             0.117169
            0.176419,            -0.752217
            0.176781,            -0.756849
            0.177144,             0.110656
            0.177506,             0.851985
            0.177868,             0.611354
             0.17823,             -0.33567
            0.178593,            -0.896338
            0.178955,            -0.421346
            0.179317,             0.542043
            0.179679,             0.879266
            0.180042,             0.198026
            0.180404,            -0.713993
            0.180766,            -0.798852
            0.181128,            0.0439509
            0.181491,              0.83705
            0.181853,             0.657897
            0.182215,            -0.287273
            0.182577,            -0.899392
             0.18294,            -0.464222
            0.183302,             0.513116
            0.183664,             0.893134
            0.184026,              0.23056
            0.184389,            -0.702585
            0.184751,            -0.815441
            0.185113,            0.0260088
            0.185475,              0.83836
            0.185838,             0.669325
              0.1862,            -0.285105
            0.186562,            -0.906417
            0.186925,            -0.464002
            0.187287,             0.524561
            0.187649,             0.897671
            0.188011,             0.214691
            0.188374,            -0.722296
            0.188736,            -0.809346
            0.189098,            0.0582004
             0.18946,             0.858443
            0.189823,             0.645896
            0.190185,            -0.330528
            0.190547,            -0.917523
            0.190909,            -0.419305
            0.191272,             0.576435
            0.191634,             0.890437
            0.191996,             0.148629
            0.192358,            -0.770811
            0.192721,            -0.776041
            0.193083,             0.141266
            0.193445,             0.891991
            0.193807,              0.58205
             0.19417,            -0.421773
            0.194532,            -0.924401
            0.194894,            -0.325073
            0.195256,             0.663279
            0.195619,             0.860849
            0.195981,            0.0296353
            0.196343,            -0.838357
            0.196705,            -0.704125
            0.197068,             0.273825
             0.19743,             0.925077
            0.197792,             0.467629
            0.198154,            -0.551912
            0.198517,            -0.910071
            0.198879,            -0.174786
            0.199241,             0.771927
            0.199604,             0.790905
            0.199966,            -0.142829
            0.200328,             -0.90587
             0.20069,            -0.577373
            0.201053,             0.448608
            0.201415,              0.93431
            0.201777,             0.291384
            0.202139,            -0.705028
            0.202502,            -0.849595
            0.202864,            0.0347333
            0.203226,             0.878356
            0.203588,             0.657877
            0.203951,            -0.361495
            0.204313,            -0.943379
            0.204675,            -0.379506
            0.205037,             0.646861
              0.2054,             0.887501
            0.205762,            0.0475347
            0.206124,            -0.851688
            0.206486,            -0.713531
            0.206849,             0.295724
            0.207211,             0.945376
            0.207573,             0.440606
            0.207935,            -0.603833
            0.208298,            -0.910889
             0.20866,            -0.102844
            0.209022,             0.832505
            0.209384,             0.748334
            0.209747,             -0.25435
            0.210109,            -0.946239
            0.210471,            -0.476359
            0.210833,             0.580058
            0.211196,             0.924304
            0.211558,             0.130864
             0.21192,            -0.825071
            0.212282,            -0.765083
            0.212645,             0.239078
            0.213007,             0.949586
            0.213369,              0.48785
            0.213732,            -0.577819
            0.214094,            -0.930192
            0.214456,             -0.13138
            0.214818,              0.83145
            0.215181,             0.764898
            0.215543,            -0.250758
            0.215905,             -0.95666
            0.216267,            -0.475122
             0.21663,              0.59784
            0.216992,             0.928709
            0.217354,             0.103935
            0.217716,            -0.851586
            0.218079,            -0.747001
            0.218441,             0.289579
            0.218803,             0.966279
            0.219165,             0.437021
            0.219528,            -0.639311
             0.21989,            -0.917641
            0.220252,           -0.0478308
            0.220614,             0.883222
            0.220977,             0.708724
            0.221339,            -0.354913
            0.221701,            -0.974752
            0.222063,            -0.371373
            0.222426,             0.699641
            0.222788,             0.892448
             0.22315,           -0.0375164
            0.223512,            -0.921658
            0.223875,            -0.645765
            0.224237,             0.444824
            0.224599,               0.9758
            0.224961,               0.2755
            0.225324,            -0.773956
            0.225686,            -0.846471
            0.226048,             0.151841
            0.226411,             0.959436
            0.226773,             0.552774
            0.227135,            -0.555268
            0.227497,            -0.960596
             0.22786,            -0.147144
            0.228222,             0.854452
            0.228584,             0.771462
            0.228946,            -0.292921
            0.229309,            -0.986082
            0.229671,            -0.424364
            0.230033,             0.679055
            0.230395,             0.918108
            0.230758,           -0.0141672
             0.23112,            -0.929756
            0.231482,            -0.658593
            0.231844,             0.455151
            0.232207,             0.988163
            0.232569,             0.256689
            0.232931,            -0.804778
            0.233293,               -0.836
            0.233656,             0.205314
            0.234018,               0.9846
             0.23438,             0.500147
            0.234742,            -0.627993
            0.235105,            -0.949977
            0.235467,           -0.0495913
            0.235829,              0.91602
            0.236191,             0.702376
            0.236554,            -0.417509
            0.236916,             -1.00021
            0.237278,            -0.292011
             0.23764,             0.794625
            0.238003,             0.855272
            0.238365,            -0.190759
            0.238727,            -0.991333
            0.239089,            -0.508572
            0.239452,             0.634326
            0.239814,              0.95591
            0.240176,            0.0369013
            0.240539,            -0.931413
            0.240901,             -0.69031
            0.241263,             0.449156
            0.241625,              1.00563
            0.241988,              0.25302
             0.24235,            -0.830502
            0.242712,            -0.832417
            0.243074,             0.252085
            0.243437,              1.00897
            0.243799,             0.448404
            0.244161,            -0.699366
            0.244523,            -0.933672
            0.244886,            0.0542339
            0.245248,             0.972535
             0.24561,             0.617081
            0.245972,            -0.548489
            0.246335,            -0.995703
            0.246697,            -0.135538
            0.247059,             0.904061
            0.247421,             0.755992
            0.247784,            -0.387367
            0.248146,              -1.0222
            0.248508,            -0.310747
             0.24887,             0.811566
            0.249233,             0.864523
            0.249595,            -0.224069
            0.249957,             -1.01817
            0.250319,            -0.467169
            0.250682,             0.702748
            0.251044,             0.943968
            0.251406,           -0.0650378
            0.251768,            -0.989297
            0.252131,            -0.602577
            0.252493,             0.584555
            0.252855,             0.996987
            0.253218,            0.0849281
             0.25358,            -0.941407
            0.253942,            -0.716399
            0.254304,             0.462942
            0.254667,              1.02711
            0.255029,             0.222564
            0.255391,            -0.880105
            0.255753,            -0.809341
            0.256116,             0.342773
            0.256478,              1.03833
             0.25684,              0.34594
            0.257202,            -0.810503
            0.257565,            -0.883032
            0.257927,             0.227823
            0.258289,              1.03474
            0.258651,             0.454228
            0.259014,            -0.737078
            0.259376,            -0.939691
            0.259738,              0.12087
              0.2601,              1.02034
            0.260463,             0.547443
            0.260825,             -0.66361
            0.261187,            -0.981858
            0.261549,            0.0238224
            0.261912,             0.998792
            0.262274,             0.626212
            0.262636,            -0.593189
            0.262998,             -1.01217
            0.263361,           -0.0621181
            0.263723,             0.973398
            0.264085,             0.691552
            0.264447,            -0.528266
             0.26481,             -1.03318
            0.265172,            -0.136299
            0.265534,             0.946995
            0.265897,             0.744682
            0.266259,             -0.47073
            0.266621,             -1.04725
            0.266983,            -0.198461
            0.267346,             0.921963
            0.267708,             0.786874
             0.26807,            -0.421995
            0.268432,             -1.05646
            0.268795,            -0.248595
            0.269157,             0.900232
            0.269519,             0.819327
            0.269881,            -0.383097
            0.270244,             -1.06255
            0.270606,            -0.286828
            0.270968,             0.883312
             0.27133,             0.843073
            0.271693,            -0.354771
            0.272055,             -1.06689
            0.272417,            -0.313321
            0.272779,             0.872319
            0.273142,             0.858909
            0.273504,            -0.337524
            0.273866,             -1.07046
            0.274228,            -0.328197
            0.274591,             0.868002
            0.274953,             0.867348
            0.275315,            -0.331688
            0.275677,             -1.07384
             0.27604,            -0.331489
            0.276402,             0.870766
            0.276764,             0.868585
            0.277126,             -0.33745
            0.277489,             -1.07718
            0.277851,            -0.323114
            0.278213,             0.880675
            0.278575,             0.862483
            0.278938,            -0.354865
              0.2793,             -1.08023
            0.279662,             -0.30286
            0.280025,             0.897449
            0.280387,              0.84857
            0.280749,            -0.383844
            0.281111,             -1.08231
            0.281474,             -0.27041
            0.281836,             0.920448
            0.282198,              0.82605
             0.28256,            -0.424123
            0.282923,             -1.08231
            0.283285,            -0.225378
            0.283647,             0.948633
            0.284009,             0.793835
            0.284372,            -0.475201
            0.284734,             -1.07871
            0.285096,            -0.167376
            0.285458,             0.980535
            0.285821,             0.750593
            0.286183,            -0.536268
            0.286545,             -1.06954
            0.286907,           -0.0961047
             0.28727,               1.0142
            0.287632,             0.694827
            0.287994,            -0.606111
            0.288356,             -1.05246
            0.288719,           -0.0114743
            0.289081,              1.04717
            0.289443,             0.624975
            0.289805,            -0.683005
            0.290168,             -1.02478
             0.29053,            0.0862505
            0.290892,              1.07641
            0.291254,             0.539557
            0.291617,            -0.764604
            0.291979,            -0.983572
            0.292341,             0.196281
            0.292704,              1.09836
            0.293066,             0.437353
            0.293428,            -0.847832
             0.29379,            -0.925779
            0.294153,             0.317114
            0.294515,              1.10895
            0.294877,             0.317624
            0.295239,            -0.928806
            0.295602,            -0.848422
            0.295964,             0.446341
            0.296326,              1.10366
            0.296688,             0.180376
            0.297051,             -1.00279
            0.297413,            -0.748852
            0.297775,             0.580462
            0.298137,              1.07777
              0.2985,            0.0266473
            0.298862,             -1.06422
            0.299224,            -0.625072
            0.299586,             0.714734
            0.299949,              1.02655
            0.300311,            -0.141185
            0.300673,             -1.10682
            0.301035,            -0.476126
            0.301398,              0.84309
             0.30176,             0.945654
            0.302122,            -0.319119
            0.302484,             -1.12384
            0.302847,            -0.302533
            0.303209,             0.958156
            0.303571,             0.831626
            0.303933,            -0.501295
            0.304296,             -1.10846
            0.304658,            -0.106746
             0.30502,              1.05142
            0.305382,             0.682431
            0.305745,            -0.679862
            0.306107,              -1.0543
            0.306469,             0.106421
            0.306832,              1.11359
            0.307194,             0.498129
            0.307556,            -0.845018
            0.307918,            -0.956164
            0.308281,              0.32945
            0.308643,              1.13517
            0.309005,             0.281545
            0.309367,             -0.98528
             0.30973,            -0.810884
            0.310092,             0.551959
            0.310454,              1.10732
            0.310816,            0.0388792
            0.311179,             -1.08805
            0.311541,            -0.618292
            0.311903,             0.760801
            0.312265,              1.02288
            0.312628,            -0.219839
             0.31299,             -1.14052
            0.313352,            -0.382162
            0.313714,             0.940543
            0.314077,             0.877698
            0.314439,            -0.480596
            0.314801,             -1.13096
            0.315163,            -0.111042
            0.315526,              1.07439
            0.315888,             0.671944
             0.31625,            -0.725684
            0.316612,              -1.0503
            0.316975,             0.181223
            0.317337,              1.14563
            0.317699,             0.411436
            0.318061,            -0.934558
            0.318424,            -0.893989
            0.318786,             0.475474
            0.319148,              1.13955
            0.319511,             0.108641
            0.319873,             -1.08539
            0.320235,            -0.663813
            0.320597,             0.747938
             0.32096,              1.04583
            0.321322,            -0.216875
            0.321684,             -1.15733
            0.322046,             -0.36956
            0.322409,             0.971804
            0.322771,              0.86099
            0.323133,            -0.538855
            0.323495,             -1.13338
            0.323858,           -0.0300283
             0.32422,              1.11979
            0.324582,              0.59084
            0.324944,            -0.825872
            0.325307,             -1.00373
            0.325669,             0.326942
            0.326031,               1.1676
            0.326393,             0.252202
            0.326756,             -1.04414
            0.327118,            -0.768968
             0.32748,              0.66583
            0.327842,              1.09811
            0.328205,            -0.126464
            0.328567,             -1.16162
            0.328929,             -0.44279
            0.329291,             0.946453
            0.329654,             0.905628
            0.330016,            -0.506136
            0.330378,              -1.1531
             0.33074,           -0.0533614
            0.331103,              1.12871
            0.331465,             0.599728
            0.331827,            -0.840408
             0.33219,             -1.00577
            0.332552,             0.357353
            0.332914,              1.17875
            0.333276,             0.207499
            0.333639,             -1.08092
            0.334001,            -0.724242
            0.334363,             0.736888
            0.334725,              1.07595
            0.335088,            -0.226577
             0.33545,             -1.18478
            0.335812,            -0.333995
            0.336174,              1.02847
            0.336537,             0.819463
            0.336899,             -0.64403
            0.337261,              -1.1231
            0.337623,             0.118159
            0.337986,              1.17982
            0.338348,             0.432891
             0.33871,            -0.979459
            0.339072,            -0.889292
            0.339435,             0.567593
            0.339797,              1.15358
            0.340159,           -0.0344853
            0.340521,             -1.17096
            0.340884,            -0.505262
            0.341246,             0.939962
            0.341608,             0.937537
             0.34197,             -0.51145
            0.342333,             -1.17267
            0.342695,           -0.0232886
            0.343057,              1.16353
            0.343419,             0.552461
            0.343782,            -0.914235
            0.344144,              -0.9673
            0.344506,             0.478052
            0.344868,              1.18422
            0.345231,             0.054646
            0.345593,             -1.16114
            0.345955,            -0.575554
            0.346318,             0.904929
             0.34668,              0.98058
            0.347042,            -0.468821
            0.347404,             -1.19043
            0.347767,           -0.0592875
            0.348129,              1.16563
            0.348491,              0.57497
            0.348853,            -0.913261
            0.349216,            -0.978034
            0.349578,             0.484378
             0.34994,              1.19179
            0.350302,            0.0369013
            0.350665,             -1.17714
            0.351027,            -0.550318
            0.351389,             0.939079
            0.351751,             0.958879
            0.352114,            -0.524613
            0.352476,             -1.18699
            0.352838,            0.0128714
              0.3532,                1.194
            0.353563,             0.500403
            0.353925,            -0.980798
            0.354287,            -0.920911
            0.354649,             0.588573
            0.355012,              1.17297
            0.355374,           -0.0902664
            0.355736,             -1.21273
            0.356098,             -0.42341
            0.356461,              1.03522
            0.356823,             0.860666
            0.357185,            -0.674157
            0.357547,             -1.14493
             0.35791,             0.195019
            0.358272,              1.22791
            0.358634,             0.317303
            0.358997,             -1.09725
            0.359359,            -0.773752
            0.359721,             0.777672
            0.360083,              1.09654
            0.360446,            -0.325783
            0.360808,             -1.23213
             0.36117,            -0.180451
            0.361532,              1.15959
            0.361895,             0.655407
            0.362257,             0.655407

t [s] (#3), Input acceleration [g] (#3)
                   0,            -0.294937
         0.000193533,            -0.294937
         0.000387066,            -0.522611
         0.000580599,            -0.629225
         0.000774132,            -0.589536
         0.000967665,            -0.412298
           0.0011612,            -0.138409
          0.00135473,             0.168475
          0.00154826,             0.436704
           0.0017418,             0.603363
          0.00193533,              0.62906
          0.00212886,              0.50729
           0.0023224,              0.26614
          0.00251593,           -0.0381284
          0.00270946,            -0.334161
          0.00290299,            -0.552231
          0.00309653,            -0.640683
          0.00329006,            -0.578214
          0.00348359,            -0.379064
          0.00367713,           -0.0898426
          0.00387066,             0.221328
          0.00406419,             0.480831
          0.00425773,             0.626979
          0.00445126,             0.624712
          0.00464479,             0.474069
          0.00483832,             0.210364
          0.00503186,             -0.10403
          0.00522539,            -0.394396
          0.00541892,            -0.591423
          0.00561246,            -0.647775
          0.00580599,             -0.54952
          0.00599952,            -0.319632
          0.00619306,           -0.0126937
          0.00638659,             0.298017
          0.00658012,             0.538001
          0.00677365,             0.649416
          0.00696719,             0.605062
          0.00716072,             0.415085
          0.00735425,             0.124733
          0.00754779,            -0.196364
          0.00774132,            -0.470862
          0.00793485,            -0.632333
          0.00812839,            -0.641379
          0.00832192,            -0.495304
          0.00851545,             -0.22896
          0.00870898,            0.0935041
          0.00890252,             0.394049
          0.00909605,             0.599622
          0.00928958,             0.659943
          0.00948312,             0.559855
          0.00967665,             0.323198
          0.00987018,           0.00720308
           0.0100637,            -0.311294
           0.0102572,            -0.554521
           0.0104508,             -0.66277
           0.0106443,            -0.609108
           0.0108378,            -0.406142
           0.0110314,            -0.103135
           0.0112249,             0.225892
           0.0114184,              0.50021
            0.011612,             0.652198
           0.0118055,             0.644051
            0.011999,             0.477246
           0.0121926,             0.192387
           0.0123861,            -0.140618
           0.0125796,            -0.439668
           0.0127732,            -0.630711
           0.0129667,             -0.66611
           0.0131602,            -0.536585
           0.0133538,            -0.273709
           0.0135473,            0.0577125
           0.0137408,             0.375571
           0.0139344,             0.600783
           0.0141279,             0.676991
           0.0143214,              0.58472
            0.014515,             0.346427
           0.0147085,            0.0211116
            0.014902,            -0.310235
           0.0150956,            -0.564774
           0.0152891,            -0.678539
           0.0154826,            -0.622568
           0.0156762,            -0.410343
           0.0158697,           -0.0946246
           0.0160632,             0.245601
           0.0162568,             0.524852
           0.0164503,             0.672635
           0.0166438,             0.651286
           0.0168374,              0.46564
           0.0170309,             0.162023
           0.0172244,            -0.183234
            0.017418,             -0.48295
           0.0176115,            -0.661105
            0.017805,            -0.672164
           0.0179986,             -0.51278
           0.0181921,            -0.222859
           0.0183856,             0.124356
           0.0185792,             0.440745
           0.0187727,             0.645667
           0.0189662,             0.686545
           0.0191598,             0.552424
           0.0193533,             0.276975
           0.0195468,           -0.0698778
           0.0197404,            -0.399657
           0.0199339,            -0.627886
           0.0201274,            -0.695759
            0.020321,            -0.585351
           0.0205145,            -0.324428
            0.020708,             0.020452
           0.0209016,             0.360862
           0.0210951,              0.60916
           0.0212886,             0.701072
           0.0214822,             0.612391
           0.0216757,             0.365427
           0.0218692,            0.0234826
           0.0220628,            -0.325316
           0.0222563,            -0.590703
           0.0224498,            -0.703649
           0.0226434,            -0.634375
           0.0228369,            -0.400277
           0.0230304,           -0.0616508
            0.023224,              0.29378
           0.0234175,             0.573551
            0.023611,             0.704532
           0.0238046,              0.65209
           0.0239981,             0.429327
           0.0241916,            0.0938955
           0.0243852,             -0.26685
           0.0245787,            -0.558572
           0.0247722,            -0.704625
           0.0249658,            -0.666247
           0.0251593,            -0.452924
           0.0253528,            -0.120137
           0.0255464,             0.244992
           0.0257399,             0.546471
           0.0259334,             0.704681
            0.026127,             0.677454
           0.0263205,             0.471384
            0.026514,             0.140337
           0.0267076,             -0.22856
           0.0269011,            -0.537807
           0.0270946,            -0.705303
           0.0272882,            -0.686195
           0.0274817,            -0.484961
           0.0276752,            -0.154471
           0.0278688,             0.217826
           0.0280623,             0.533002
           0.0282558,             0.706937
           0.0284493,             0.692819
           0.0286429,             0.493822
           0.0288364,             0.162504
           0.0290299,            -0.212994
           0.0292235,             -0.53235
            0.029417,            -0.709871
           0.0296105,            -0.697529
           0.0298041,            -0.498038
           0.0299976,            -0.164374
           0.0301911,             0.214212
           0.0303847,             0.536023
           0.0305782,             0.714235
           0.0307717,             0.700372
           0.0309653,              0.49757
           0.0311588,             0.159986
           0.0313523,            -0.221581
           0.0315459,             -0.54407
           0.0317394,            -0.719996
           0.0319329,            -0.701234
           0.0321265,            -0.492262
             0.03232,            -0.149207
           0.0325135,             0.235147
           0.0327071,             0.556413
           0.0329006,             0.726953
           0.0330941,             0.699839
           0.0332877,             0.481847
           0.0334812,             0.131872
           0.0336747,            -0.254899
           0.0338683,            -0.572839
           0.0340618,             -0.73473
           0.0342553,            -0.695746
           0.0344489,            -0.465949
           0.0346424,            -0.107798
           0.0348359,              0.28075
           0.0350295,             0.592985
            0.035223,              0.74277
           0.0354165,             0.688354
           0.0356101,               0.4441
           0.0358036,             0.076801
           0.0359971,            -0.312513
           0.0361907,            -0.616321
           0.0363842,            -0.750327
           0.0365777,            -0.676904
           0.0367713,            -0.415757
